,school,gender,age,studytime,failures,extraClasses,activities,health,absences,sessional-1,sessional-2,Final
0,0,1,0.42857142857142855,2,0,0,0,0.5,0.125,0.0,0.0,0.6111111111111112
1,0,1,0.2857142857142857,2,0,0,0,0.5,0.0625,0.5,0.5,0.6111111111111112
2,0,1,0.0,2,0,0,0,0.5,0.1875,0.6666666666666666,0.6666666666666666,0.6666666666666666
3,0,1,0.0,3,0,0,1,1.0,0.0,0.7777777777777778,0.7777777777777778,0.7777777777777778
4,0,1,0.14285714285714285,2,0,0,0,1.0,0.0,0.6111111111111112,0.6111111111111112,0.7222222222222222
5,0,0,0.14285714285714285,2,0,0,1,1.0,0.1875,0.6666666666666666,0.6666666666666666,0.7222222222222222
6,0,0,0.14285714285714285,2,0,0,0,0.5,0.0,0.7222222222222222,0.7222222222222222,0.7222222222222222
7,0,1,0.2857142857142857,2,0,0,0,0.0,0.0625,0.5555555555555556,0.5555555555555556,0.7222222222222222
8,0,0,0.0,2,0,0,0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.9444444444444444
9,0,0,0.0,2,0,0,1,1.0,0.0,0.6666666666666666,0.6666666666666666,0.7222222222222222
10,0,1,0.0,2,0,0,0,0.25,0.0625,0.7777777777777778,0.7777777777777778,0.7777777777777778
11,0,1,0.0,3,0,0,1,0.75,0.0,0.5555555555555556,0.5555555555555556,0.7222222222222222
12,0,0,0.0,1,0,0,1,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
13,0,0,0.0,2,0,0,0,0.5,0.0,0.6666666666666666,0.6666666666666666,0.7222222222222222
14,0,0,0.0,3,0,0,0,0.5,0.0,0.7777777777777778,0.7777777777777778,0.8333333333333334
15,0,1,0.14285714285714285,1,0,0,0,0.25,0.1875,0.9444444444444444,0.9444444444444444,0.9444444444444444
16,0,1,0.14285714285714285,3,0,0,1,0.25,0.3125,0.7222222222222222,0.7222222222222222,0.7777777777777778
17,0,1,0.14285714285714285,2,0,0,1,0.75,0.0625,0.7222222222222222,0.7222222222222222,0.7777777777777778
18,0,0,0.2857142857142857,1,3,1,1,1.0,0.0625,0.4444444444444444,0.4444444444444444,0.3888888888888889
19,0,0,0.14285714285714285,1,0,0,1,1.0,0.1875,0.6666666666666666,0.6666666666666666,0.6666666666666666
20,0,0,0.0,2,0,0,0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.7777777777777778
21,0,0,0.0,1,0,1,0,1.0,0.0,0.6111111111111112,0.6111111111111112,0.6666666666666666
22,0,0,0.14285714285714285,2,0,0,1,1.0,0.0,0.6666666666666666,0.6666666666666666,0.7777777777777778
23,0,0,0.14285714285714285,2,0,0,1,1.0,0.0625,0.5555555555555556,0.5555555555555556,0.5555555555555556
24,0,1,0.0,3,0,0,1,1.0,0.0625,0.5555555555555556,0.5555555555555556,0.5555555555555556
25,0,1,0.14285714285714285,1,0,0,0,1.0,0.1875,0.5555555555555556,0.5555555555555556,0.6666666666666666
26,0,0,0.0,1,0,0,0,1.0,0.25,0.6111111111111112,0.6111111111111112,0.6666666666666666
27,0,0,0.0,1,0,0,0,0.0,0.0,0.6111111111111112,0.6111111111111112,0.6111111111111112
28,0,0,0.14285714285714285,2,0,1,1,1.0,0.0625,0.6666666666666666,0.6666666666666666,0.7222222222222222
29,0,0,0.14285714285714285,2,0,1,1,1.0,0.125,0.6666666666666666,0.6666666666666666,0.6666666666666666
30,0,0,0.0,2,0,1,0,1.0,0.0,0.5555555555555556,0.5555555555555556,0.6111111111111112
31,0,0,0.0,2,0,0,1,1.0,0.0625,0.8333333333333334,0.8333333333333334,0.8333333333333334
32,0,0,0.0,2,0,0,1,1.0,0.0,0.7222222222222222,0.7222222222222222,0.8333333333333334
33,0,0,0.0,2,0,0,1,0.25,0.0,0.7222222222222222,0.7222222222222222,0.6666666666666666
34,0,0,0.14285714285714285,1,0,0,0,1.0,0.125,0.6666666666666666,0.6666666666666666,0.6666666666666666
35,0,1,0.0,1,0,0,1,1.0,0.125,0.6111111111111112,0.6111111111111112,0.6111111111111112
36,0,0,0.0,3,0,0,1,0.75,0.0,0.7777777777777778,0.7777777777777778,0.7777777777777778
37,0,0,0.14285714285714285,3,0,0,1,1.0,0.125,0.7222222222222222,0.7222222222222222,0.7222222222222222
38,0,1,0.0,3,0,0,1,1.0,0.0625,0.6111111111111112,0.6111111111111112,0.6666666666666666
39,0,1,0.0,1,0,0,1,0.25,0.25,0.7777777777777778,0.7777777777777778,0.6666666666666666
40,0,1,0.14285714285714285,2,0,0,1,0.5,0.5,0.6111111111111112,0.6111111111111112,0.5555555555555556
41,0,0,0.0,1,0,0,0,1.0,0.25,0.5555555555555556,0.5555555555555556,0.6111111111111112
42,0,0,0.0,2,0,0,1,1.0,0.0,0.7777777777777778,0.7777777777777778,0.8333333333333334
43,0,0,0.0,1,0,0,0,0.0,0.0,0.5,0.5,0.5555555555555556
44,0,1,0.14285714285714285,2,1,0,1,1.0,0.4375,0.5555555555555556,0.5555555555555556,0.6111111111111112
45,0,1,0.0,2,0,1,1,1.0,0.125,0.5555555555555556,0.5555555555555556,0.6111111111111112
46,0,1,0.14285714285714285,2,0,0,0,0.5,0.1875,0.7222222222222222,0.7222222222222222,0.7222222222222222
47,0,0,0.14285714285714285,4,0,0,1,0.25,0.0625,0.9444444444444444,0.9444444444444444,0.9444444444444444
48,0,0,0.0,2,0,0,0,1.0,0.125,0.6111111111111112,0.6111111111111112,0.7222222222222222
49,0,1,0.0,2,0,0,1,0.5,0.0625,0.7222222222222222,0.7222222222222222,0.6666666666666666
50,0,1,0.14285714285714285,2,0,0,0,0.75,0.0,0.7777777777777778,0.7777777777777778,0.7222222222222222
51,0,1,0.0,2,0,0,0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
52,0,0,0.0,1,0,0,0,1.0,0.125,0.5555555555555556,0.5555555555555556,0.5
53,0,1,0.0,1,0,0,0,1.0,0.0,0.7222222222222222,0.7222222222222222,0.6666666666666666
54,0,1,0.0,1,0,0,0,0.0,0.0,0.7222222222222222,0.7222222222222222,0.7222222222222222
55,0,1,0.14285714285714285,2,0,0,1,0.25,0.0625,0.6666666666666666,0.6666666666666666,0.6666666666666666
56,0,1,0.0,2,0,0,1,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334
57,0,0,0.0,2,0,0,1,1.0,0.25,0.8333333333333334,0.8333333333333334,0.8888888888888888
58,0,0,0.0,2,0,0,1,1.0,0.0,0.7777777777777778,0.7777777777777778,0.7777777777777778
59,0,1,0.14285714285714285,2,0,1,0,1.0,0.0625,0.8888888888888888,0.8888888888888888,0.8888888888888888
60,0,1,0.14285714285714285,2,0,0,1,0.75,0.0,0.9444444444444444,0.9444444444444444,0.8888888888888888
61,0,1,0.14285714285714285,1,0,0,1,1.0,0.0,0.5555555555555556,0.5555555555555556,0.8888888888888888
62,0,1,0.14285714285714285,2,0,0,1,0.0,0.0,0.7222222222222222,0.7222222222222222,0.5555555555555556
63,0,1,0.14285714285714285,3,0,0,1,0.75,0.0,0.7777777777777778,0.7777777777777778,0.7222222222222222
64,0,1,0.0,2,0,0,1,0.25,0.0,0.7222222222222222,0.7222222222222222,0.6666666666666666
65,0,1,0.14285714285714285,2,0,0,1,0.0,0.0625,0.8888888888888888,0.8888888888888888,0.8888888888888888
66,0,0,0.0,4,0,0,1,0.5,0.0,0.6111111111111112,0.6111111111111112,0.6666666666666666
67,0,1,0.14285714285714285,4,0,0,0,1.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556
68,0,1,0.0,2,0,0,0,0.75,0.0,0.6111111111111112,0.6111111111111112,0.6111111111111112
69,0,1,0.0,4,0,0,0,0.5,0.1875,0.8333333333333334,0.8333333333333334,0.8333333333333334
70,0,0,0.14285714285714285,4,0,0,0,1.0,0.0625,0.7222222222222222,0.7222222222222222,0.6111111111111112
71,0,0,0.0,4,0,0,0,0.5,0.0,0.6111111111111112,0.6111111111111112,0.5555555555555556
72,0,1,0.0,2,0,0,0,1.0,0.0625,0.7222222222222222,0.7222222222222222,0.6111111111111112
73,0,0,0.14285714285714285,1,0,0,1,1.0,0.0,0.7222222222222222,0.7222222222222222,0.7777777777777778
74,0,1,0.14285714285714285,2,0,0,1,1.0,0.125,0.6111111111111112,0.6111111111111112,0.6111111111111112
75,0,0,0.0,2,0,0,1,1.0,0.0,0.6111111111111112,0.6111111111111112,0.6111111111111112
76,0,0,0.0,4,0,0,1,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6111111111111112
77,0,1,0.14285714285714285,4,0,0,0,0.5,0.03125,0.7222222222222222,0.7222222222222222,0.7222222222222222
78,0,0,0.2857142857142857,1,3,0,1,0.5,0.0,0.5,0.5,0.5555555555555556
79,0,1,0.14285714285714285,2,0,0,0,0.5,0.4375,0.6666666666666666,0.6666666666666666,0.6111111111111112
80,0,0,0.0,1,0,0,1,0.5,0.0,0.6111111111111112,0.6111111111111112,0.6666666666666666
81,0,0,0.0,3,0,0,0,1.0,0.0625,0.5555555555555556,0.5555555555555556,0.5
82,0,1,0.0,2,0,0,0,1.0,0.125,0.6666666666666666,0.6666666666666666,0.6111111111111112
83,0,0,0.0,2,0,1,1,0.75,0.0625,0.7222222222222222,0.7222222222222222,0.7222222222222222
84,0,1,0.0,2,0,0,1,0.75,0.0625,0.7222222222222222,0.7222222222222222,0.6666666666666666
85,0,1,0.0,2,0,0,0,1.0,0.125,0.6666666666666666,0.6666666666666666,0.6666666666666666
86,0,1,0.14285714285714285,2,0,0,0,0.25,0.1875,0.7222222222222222,0.7222222222222222,0.6111111111111112
87,0,1,0.0,3,0,0,1,0.0,0.125,0.8333333333333334,0.8333333333333334,0.8333333333333334
88,0,0,0.14285714285714285,2,0,0,1,0.5,0.1875,0.6666666666666666,0.6666666666666666,0.6111111111111112
89,0,0,0.14285714285714285,2,0,0,0,1.0,0.1875,0.5,0.5,0.5555555555555556
90,0,1,0.14285714285714285,3,0,0,0,0.75,0.0625,0.5,0.5,0.6111111111111112
91,0,1,0.0,1,0,0,1,0.0,0.1875,0.7777777777777778,0.7777777777777778,0.7222222222222222
92,0,1,0.14285714285714285,2,0,0,0,0.25,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
93,0,1,0.14285714285714285,2,0,0,1,0.0,0.0625,0.7222222222222222,0.7222222222222222,0.7777777777777778
94,0,0,0.0,4,0,0,1,0.75,0.0625,0.6111111111111112,0.6111111111111112,0.6666666666666666
95,0,1,0.0,4,0,1,1,0.0,0.125,0.7222222222222222,0.7222222222222222,0.7222222222222222
96,0,0,0.14285714285714285,1,0,1,1,0.75,0.1875,0.5,0.5,0.6111111111111112
97,0,1,0.14285714285714285,2,0,0,0,1.0,0.0,0.7222222222222222,0.7222222222222222,0.6666666666666666
98,0,1,0.14285714285714285,1,0,0,1,0.0,0.125,0.6666666666666666,0.6666666666666666,0.7222222222222222
99,0,1,0.14285714285714285,3,0,0,0,0.5,0.0625,0.6666666666666666,0.6666666666666666,0.7222222222222222
100,0,0,0.14285714285714285,1,0,0,1,0.75,0.375,0.5,0.5,0.4444444444444444
101,0,0,0.14285714285714285,3,0,0,1,0.75,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
102,0,0,0.0,1,0,1,1,1.0,0.0625,0.6666666666666666,0.6666666666666666,0.6666666666666666
103,0,1,0.0,2,0,0,0,0.25,0.5,0.6111111111111112,0.6111111111111112,0.5555555555555556
104,0,0,0.0,2,0,0,1,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
105,0,1,0.0,4,0,0,0,0.75,0.3125,0.5555555555555556,0.5555555555555556,0.5555555555555556
106,0,1,0.0,4,0,0,0,0.5,0.125,0.5555555555555556,0.5555555555555556,0.5555555555555556
107,0,0,0.14285714285714285,3,0,0,1,1.0,0.125,0.7222222222222222,0.7222222222222222,0.7777777777777778
108,0,0,0.0,4,0,0,1,0.0,0.25,0.6666666666666666,0.6666666666666666,0.6111111111111112
109,0,1,0.14285714285714285,3,0,0,1,0.75,0.0625,0.8333333333333334,0.8333333333333334,0.7777777777777778
110,0,0,0.0,1,0,0,1,0.75,0.125,0.7222222222222222,0.7222222222222222,0.7777777777777778
111,0,1,0.14285714285714285,3,0,0,1,0.25,0.125,0.6111111111111112,0.6111111111111112,0.6111111111111112
112,0,1,0.14285714285714285,2,1,0,1,1.0,0.375,0.4444444444444444,0.4444444444444444,0.5555555555555556
113,0,0,0.0,1,0,0,0,0.5,0.3125,1.0,1.0,1.0
114,0,0,0.0,2,0,0,1,1.0,0.125,0.5555555555555556,0.5555555555555556,0.5555555555555556
115,0,0,0.14285714285714285,2,0,0,1,1.0,0.1875,0.8888888888888888,0.8888888888888888,0.7777777777777778
116,0,0,0.0,2,0,0,1,0.25,0.125,0.8888888888888888,0.8888888888888888,0.8888888888888888
117,0,0,0.14285714285714285,1,0,0,1,1.0,0.1875,0.7777777777777778,0.7777777777777778,0.8333333333333334
118,0,0,0.2857142857142857,2,1,0,1,1.0,0.4375,0.6666666666666666,0.6666666666666666,0.6111111111111112
119,0,0,0.0,1,0,0,0,0.75,0.0625,0.7777777777777778,0.7777777777777778,0.7777777777777778
120,0,1,0.0,2,0,0,0,0.0,0.0,0.7777777777777778,0.7777777777777778,0.7777777777777778
121,0,0,0.0,4,0,0,1,1.0,0.1875,0.7777777777777778,0.7777777777777778,0.7222222222222222
122,0,1,0.14285714285714285,2,0,0,1,1.0,0.0625,0.7777777777777778,0.7777777777777778,0.7222222222222222
123,0,0,0.14285714285714285,1,0,0,1,1.0,0.125,0.6666666666666666,0.6666666666666666,0.7222222222222222
124,0,1,0.14285714285714285,2,0,0,0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6111111111111112
125,0,0,0.0,1,0,0,0,1.0,0.0625,0.5,0.5,0.5
126,0,1,0.0,2,0,0,1,0.0,0.0,0.5555555555555556,0.5555555555555556,0.6111111111111112
127,0,1,0.5714285714285714,2,2,0,0,1.0,0.0,0.5,0.5,0.6111111111111112
128,0,0,0.14285714285714285,1,0,0,1,0.75,0.25,0.7777777777777778,0.7777777777777778,0.8333333333333334
129,0,0,0.14285714285714285,3,0,0,0,0.0,0.125,0.7222222222222222,0.7222222222222222,0.7222222222222222
130,0,1,0.0,3,0,0,0,1.0,0.0,0.5555555555555556,0.5555555555555556,0.6666666666666666
131,0,1,0.42857142857142855,2,3,0,1,1.0,0.3125,0.5555555555555556,0.5555555555555556,0.4444444444444444
132,0,1,0.2857142857142857,1,0,0,0,1.0,0.25,0.6111111111111112,0.6111111111111112,0.6111111111111112
133,0,1,0.0,1,0,0,1,0.75,0.1875,0.6111111111111112,0.6111111111111112,0.7222222222222222
134,0,1,0.2857142857142857,1,0,0,0,1.0,0.0625,0.7222222222222222,0.7222222222222222,0.6666666666666666
135,0,1,0.14285714285714285,1,0,0,0,1.0,0.375,0.8333333333333334,0.8333333333333334,0.7777777777777778
136,0,0,0.14285714285714285,1,0,0,0,0.25,0.125,0.5,0.5,0.6111111111111112
137,0,1,0.14285714285714285,1,1,0,0,1.0,0.375,0.7222222222222222,0.7222222222222222,0.6111111111111112
138,0,0,0.0,2,0,0,0,1.0,0.0625,0.6666666666666666,0.6666666666666666,0.6111111111111112
139,0,1,0.0,3,0,0,1,1.0,0.125,0.7222222222222222,0.7222222222222222,0.8333333333333334
140,0,0,0.2857142857142857,2,0,0,0,1.0,0.0625,0.5555555555555556,0.5555555555555556,0.5555555555555556
141,0,1,0.14285714285714285,2,0,0,0,0.5,0.0,0.7777777777777778,0.7777777777777778,0.7222222222222222
142,0,0,0.42857142857142855,1,0,0,1,0.75,0.0625,0.6111111111111112,0.6111111111111112,0.6666666666666666
143,0,1,0.42857142857142855,3,0,0,1,1.0,0.3125,0.6666666666666666,0.6666666666666666,0.6111111111111112
144,0,1,0.14285714285714285,1,0,0,1,0.0,0.25,0.6666666666666666,0.6666666666666666,0.6111111111111112
145,0,1,0.14285714285714285,1,0,0,1,1.0,0.125,0.5,0.5,0.5555555555555556
146,0,0,0.14285714285714285,2,2,0,0,1.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556
147,0,1,0.0,1,0,0,1,1.0,0.1875,0.7222222222222222,0.7222222222222222,0.7777777777777778
148,0,1,0.0,1,1,0,1,0.0,0.0625,0.4444444444444444,0.4444444444444444,0.5
149,0,0,0.0,4,0,0,0,0.5,0.1875,0.5,0.5,0.6111111111111112
150,0,1,0.0,2,0,0,0,0.0,0.75,0.5,0.5,0.5
151,0,0,0.14285714285714285,3,0,0,1,1.0,0.0,0.8333333333333334,0.8333333333333334,0.7222222222222222
152,0,0,0.14285714285714285,1,0,0,1,0.25,0.125,0.6666666666666666,0.6666666666666666,0.6111111111111112
153,0,1,0.0,3,0,0,1,1.0,0.0625,0.7222222222222222,0.7222222222222222,0.7222222222222222
154,0,1,0.14285714285714285,1,0,0,0,0.0,0.125,0.5555555555555556,0.5555555555555556,0.6111111111111112
155,0,0,0.2857142857142857,1,0,0,0,1.0,0.6875,0.5,0.5,0.3333333333333333
156,0,1,0.0,2,0,0,0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
157,0,1,0.0,1,0,0,1,1.0,0.0,0.6111111111111112,0.6111111111111112,0.5555555555555556
158,0,1,0.0,2,1,0,0,0.5,0.0625,0.6111111111111112,0.6111111111111112,0.6111111111111112
159,0,1,0.0,2,0,0,0,1.0,0.1875,0.7222222222222222,0.7222222222222222,0.7222222222222222
160,0,1,0.0,2,0,0,0,0.0,0.1875,0.6111111111111112,0.6111111111111112,0.6111111111111112
161,0,0,0.14285714285714285,1,0,0,0,1.0,0.5,0.5,0.5,0.4444444444444444
162,0,0,0.0,1,0,0,0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6111111111111112
163,0,0,0.42857142857142855,1,2,0,0,0.75,0.0,0.6111111111111112,0.6111111111111112,0.0
164,0,0,0.14285714285714285,1,1,0,1,1.0,0.1875,0.5,0.5,0.5555555555555556
165,0,1,0.0,3,0,1,1,0.5,0.0625,0.7222222222222222,0.7222222222222222,0.7222222222222222
166,0,0,0.5714285714285714,1,0,0,0,0.75,0.1875,0.6111111111111112,0.6111111111111112,0.6111111111111112
167,0,1,0.2857142857142857,1,0,0,0,0.75,0.0,0.7222222222222222,0.7222222222222222,0.7222222222222222
